ms,utc_date,utc_time,fix,lat,lon,alt_m,speed_kmh,course_deg,sats,hdop,batt_mv,tx_seq,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,accel_mag_max_g,gyro_mag_max_dps,imu_temp_c,imu_samples
358067,2026-09-05,15:30:04,1,51.4707865,-0.9785520,60.6,1.52,0.0,12,0.9,0,12,-0.8660,0.4775,0.2888,-7.04,-2.27,3.72,1.1536,156.59,26.0,49
359067,2026-09-05,15:30:05,1,51.4708755,-0.9786040,70.4,15.93,346.8,12,0.9,0,12,-0.8745,0.4319,0.2974,8.71,-2.96,-1.42,1.0502,19.11,26.0,49
360067,2026-09-05,15:30:06,1,51.4709182,-0.9786050,77.8,18.09,356.0,12,0.9,0,12,-0.8645,0.4319,0.2993,8.29,-1.45,-0.94,1.0358,11.00,26.0,48
361067,2026-09-05,15:30:07,1,51.4709642,-0.9785913,82.0,20.41,2.3,12,0.9,0,12,-0.8726,0.4390,0.3013,6.30,-0.30,0.19,1.0280,11.30,26.0,49
362067,2026-09-05,15:30:08,1,51.4709668,-0.9785860,80.1,0.00,2.3,12,0.9,0,12,-0.8782,0.4414,0.2920,8.19,0.91,-1.09,1.0296,10.31,26.0,49
363067,2026-09-05,15:30:09,1,51.4710833,-0.9785788,104.1,0.00,2.3,12,0.9,0,12,-0.8694,0.4243,0.3062,9.84,0.24,1.16,1.0290,10.91,26.0,49
364067,2026-09-05,15:30:10,1,51.4710817,-0.9785753,103.4,0.00,2.3,12,0.9,0,12,-0.8567,0.4331,0.2947,7.14,-0.57,-2.77,1.0298,9.65,26.0,48
365067,2026-09-05,15:30:11,1,51.4710788,-0.9785687,102.0,0.00,2.3,12,0.9,0,12,-0.8608,0.4375,0.3047,7.84,-0.12,1.91,1.0325,10.80,25.9,49
366067,2026-09-05,15:30:12,1,51.4710748,-0.9785623,100.6,0.00,2.3,12,0.9,0,12,-0.8591,0.4126,0.3059,7.06,2.07,0.80,1.0261,11.01,26.0,49
367188,2026-09-05,15:30:13,1,51.4710698,-0.9785563,99.3,0.00,2.3,12,0.9,0,13,-0.8655,0.4290,0.3145,9.54,1.03,2.02,1.0222,10.53,26.0,45
368188,2026-09-05,15:30:14,1,51.4710642,-0.9785508,98.1,0.00,2.3,12,0.9,0,13,-0.9158,0.4546,0.1816,-0.79,2.57,-2.11,1.0673,55.51,25.9,49
369188,2026-09-05,15:30:15,1,51.4710608,-0.9785478,97.5,0.00,2.3,12,0.9,0,13,-0.8774,0.4900,0.0220,8.73,-0.72,-1.53,1.0510,30.12,25.9,49
370188,2026-09-05,15:30:16,1,51.4710540,-0.9785422,96.3,0.00,2.3,12,0.9,0,13,-0.9553,0.4331,0.0730,16.34,-9.27,8.51,1.1588,28.76,25.9,49
371188,2026-09-05,15:30:17,1,51.4710470,-0.9785363,95.2,0.00,2.3,13,0.9,0,13,-0.8850,0.4556,0.0166,5.71,1.32,10.73,1.0357,16.37,25.8,48
372188,2026-09-05,15:30:18,1,51.4710397,-0.9785303,94.1,0.00,2.3,13,0.9,0,13,-0.9507,0.3945,0.0955,14.80,-13.56,-7.33,1.0683,21.37,25.8,49
373188,2026-09-05,15:30:19,1,51.4710323,-0.9785238,93.0,0.00,2.3,13,0.9,0,13,-0.9236,0.4136,0.0728,8.86,-2.52,0.98,1.0490,15.42,25.8,49
374188,2026-09-05,15:30:20,1,51.4710242,-0.9785190,92.0,0.00,2.3,13,0.9,0,13,-0.9026,0.4307,0.0889,8.12,-1.59,-0.50,1.0245,10.28,25.8,49
375188,2026-09-05,15:30:21,1,51.4710157,-0.9785163,91.1,0.00,2.3,13,0.9,0,13,-0.8916,0.4412,0.0884,7.28,-3.13,-0.30,1.0212,10.39,25.8,48
376188,2026-09-05,15:30:22,1,51.4710070,-0.9785150,90.2,0.00,2.3,13,0.9,0,13,-0.9026,0.4333,0.0889,8.55,-0.97,0.40,1.0305,11.23,25.8,49
377188,2026-09-05,15:30:23,1,51.4710018,-0.9785153,89.6,0.00,2.3,13,0.9,0,13,-0.8994,0.4399,0.1042,7.64,-0.41,0.47,1.0215,11.72,25.8,49
378188,2026-09-05,15:30:24,1,51.4709973,-0.9785155,89.1,0.00,2.3,13,0.9,0,13,-0.8967,0.4392,0.1096,8.70,1.02,-1.49,1.0347,10.53,25.8,49
379188,2026-09-05,15:30:25,1,51.4709923,-0.9785158,88.5,0.00,2.3,13,0.9,0,13,-0.8965,0.4380,0.1011,6.99,1.38,1.38,1.0205,9.65,25.8,48
380188,2026-09-05,15:30:26,1,51.4709872,-0.9785167,88.0,0.00,2.3,13,0.9,0,13,-0.9082,0.4353,0.0901,7.86,0.06,1.03,1.0224,9.81,25.9,49
381188,2026-09-05,15:30:27,1,51.4709830,-0.9785168,87.5,0.00,2.3,13,0.9,0,13,-0.8921,0.4570,0.1084,8.98,-0.24,0.20,1.0184,9.68,25.9,49
382188,2026-09-05,15:30:28,1,51.4709778,-0.9785183,87.0,0.00,2.3,13,0.9,0,13,-0.8977,0.4375,0.1172,8.06,0.53,-1.18,1.0231,10.47,25.9,48
383188,2026-09-05,15:30:29,1,51.4709740,-0.9785182,86.5,0.00,2.3,13,0.9,0,13,-0.8928,0.4436,0.1313,8.45,1.31,-0.38,1.0283,11.05,25.9,49
384188,2026-09-05,15:30:30,1,51.4709687,-0.9785192,86.0,0.00,2.3,13,0.9,0,13,-0.8877,0.4536,0.1055,6.20,-0.46,0.78,1.0182,10.85,25.9,49
385188,2026-09-05,15:30:31,1,51.4709638,-0.9785185,85.6,0.00,2.3,14,0.8,0,13,-0.8809,0.4487,0.1008,9.99,0.05,0.34,1.0251,10.23,25.9,49
386188,2026-09-05,15:30:32,1,51.4709573,-0.9785190,85.1,0.00,2.3,14,0.8,0,13,-0.8853,0.4463,0.1057,9.41,-0.89,-0.38,1.0172,10.56,25.9,48
387188,2026-09-05,15:30:33,1,51.4709518,-0.9785187,84.7,0.00,2.3,14,0.8,0,13,-0.9126,0.4429,0.1294,9.46,0.44,-0.57,1.0226,10.34,25.9,49
388188,2026-09-05,15:30:34,1,51.4709460,-0.9785187,84.3,0.00,2.3,14,0.8,0,13,-0.8953,0.4451,0.1289,7.36,0.47,0.17,1.0262,10.39,25.9,49
389188,2026-09-05,15:30:35,1,51.4709378,-0.9785197,83.9,0.00,2.3,14,0.8,0,13,-0.9023,0.4426,0.1187,6.08,2.08,-0.75,1.0233,11.08,25.9,49
390188,2026-09-05,15:30:36,1,51.4709322,-0.9785187,83.5,0.00,2.3,14,0.8,0,13,-0.9092,0.4380,0.1123,8.89,-0.35,0.48,1.0171,10.56,25.9,48
391188,2026-09-05,15:30:37,1,51.4709268,-0.9785175,83.2,0.00,2.3,14,0.8,0,13,-0.8831,0.4468,0.1265,8.44,0.23,-0.69,1.0219,10.72,25.9,49
392188,2026-09-05,15:30:38,1,51.4709203,-0.9785165,82.8,0.00,2.3,14,0.8,0,13,-0.8806,0.4390,0.1309,7.25,-1.34,-1.14,1.0273,11.63,25.9,49
393188,2026-09-05,15:30:39,1,51.4709152,-0.9785150,82.4,0.00,2.3,14,0.8,0,13,-0.9316,0.3682,0.2002,6.37,-3.28,-4.03,1.0326,15.01,25.9,49
394188,2026-09-05,15:30:40,1,51.4709097,-0.9785128,82.0,0.00,2.3,14,0.8,0,13,-0.9270,0.3740,0.1799,13.41,1.50,5.24,1.0326,14.47,26.0,48
395188,2026-09-05,15:30:41,1,51.4709027,-0.9785108,81.6,0.00,2.3,14,0.8,0,13,-0.9041,0.4243,0.1348,9.97,-0.70,-2.41,1.0575,16.63,26.0,49
396188,2026-09-05,15:30:42,1,51.4708970,-0.9785090,81.3,0.00,2.3,14,0.8,0,13,-0.9026,0.4214,0.1533,9.30,-0.97,0.36,1.0312,10.20,25.9,49
397406,2026-09-05,15:30:44,1,51.4708867,-0.9785053,80.6,0.00,2.3,14,0.8,0,14,-0.9185,0.4187,0.1399,7.54,-1.73,0.38,1.0249,11.40,26.0,50
398406,2026-09-05,15:30:45,1,51.4708812,-0.9785040,80.2,0.00,2.3,14,0.8,0,14,-0.9067,0.4102,0.1670,6.68,-1.01,1.84,1.0192,10.23,26.0,48
399406,2026-09-05,15:30:46,1,51.4708760,-0.9785028,79.8,0.00,2.3,14,0.8,0,14,-0.9067,0.4109,0.1501,10.72,-0.81,-1.23,1.0187,11.75,26.0,49
400406,2026-09-05,15:30:47,1,51.4708715,-0.9785020,79.5,0.00,2.3,14,0.8,0,14,-0.8916,0.3752,0.2639,8.85,-2.53,0.35,1.0278,15.68,26.0,49
401406,2026-09-05,15:30:48,1,51.4708672,-0.9785015,79.2,0.00,2.3,14,0.8,0,14,-0.8843,0.3823,0.2397,7.21,1.94,-0.35,1.0313,12.12,26.0,48
402406,2026-09-05,15:30:49,1,51.4708630,-0.9785010,78.8,0.00,2.3,14,0.8,0,14,-0.8945,0.3862,0.2241,8.46,-1.45,-1.11,1.0198,10.83,26.0,49
403406,2026-09-05,15:30:50,1,51.4708595,-0.9785005,78.5,0.00,2.3,14,0.8,0,14,-0.8972,0.3975,0.2151,11.34,-0.90,-0.92,1.0239,11.41,25.9,49
404406,2026-09-05,15:30:51,1,51.4708560,-0.9785003,78.2,0.00,2.3,14,0.8,0,14,-0.9194,0.3623,0.2617,7.97,-3.39,0.74,1.0456,19.89,26.0,49
405406,2026-09-05,15:30:52,1,51.4708522,-0.9784995,77.9,0.00,2.3,14,0.8,0,14,-0.9104,0.4094,0.2102,9.62,13.05,4.26,1.0459,16.76,26.0,48
406406,2026-09-05,15:30:53,1,51.4708477,-0.9784978,77.6,0.00,2.3,14,0.8,0,14,-0.9202,0.4155,0.1633,11.08,-0.19,-0.88,1.0313,22.46,26.0,49
407406,2026-09-05,15:30:54,1,51.4708437,-0.9784958,77.3,0.00,2.3,14,0.8,0,14,-0.9128,0.4038,0.1672,8.22,-0.48,1.00,1.0253,11.10,26.0,49
408406,2026-09-05,15:30:55,1,51.4708398,-0.9784938,76.8,0.00,2.3,14,0.8,0,14,-0.8953,0.4138,0.1943,9.61,-1.41,-0.11,1.0290,12.98,26.0,49
409406,2026-09-05,15:30:56,1,51.4708372,-0.9784930,76.4,0.00,2.3,14,0.8,0,14,-0.9194,0.3916,0.1755,9.84,-0.65,-2.88,1.0305,10.86,26.0,48
410406,2026-09-05,15:30:57,1,51.4708360,-0.9784923,76.0,0.00,2.3,14,0.8,0,14,-0.8853,0.4067,0.1755,7.60,0.78,-0.84,1.0268,13.91,26.0,49
411406,2026-09-05,15:30:58,1,51.4708335,-0.9784932,75.7,0.00,2.3,14,0.8,0,14,-0.9414,0.4016,0.1362,3.02,-6.42,-5.74,1.0325,12.20,26.0,49
412406,2026-09-05,15:30:59,1,51.4708325,-0.9784923,75.4,0.00,2.3,14,0.8,0,14,-0.9131,0.3745,0.2144,11.17,-0.35,-0.75,1.0613,18.64,26.0,49
413406,2026-09-05,15:31:00,1,51.4708310,-0.9784918,75.1,0.00,2.3,14,0.8,0,14,-0.9087,0.4285,0.1860,12.07,11.14,11.54,1.0383,20.07,26.0,48
414406,2026-09-05,15:31:01,1,51.4708297,-0.9784912,74.8,0.00,2.3,14,0.8,0,14,-0.9224,0.3901,0.2534,7.88,2.78,5.33,1.0771,28.22,26.0,49
415406,2026-09-05,15:31:02,1,51.4708283,-0.9784905,74.5,0.00,2.3,14,0.8,0,14,-0.9023,0.4062,0.1865,7.00,1.71,0.03,1.0267,12.25,26.0,49
416406,2026-09-05,15:31:03,1,51.4708275,-0.9784902,74.4,0.00,2.3,14,0.8,0,14,-0.8879,0.4058,0.2000,8.80,3.14,1.41,1.0191,10.69,26.0,48
417406,2026-09-05,15:31:04,1,51.4708263,-0.9784898,74.2,0.00,2.3,14,0.8,0,14,-0.8723,0.4329,0.0764,2.38,7.34,2.14,1.0189,29.11,26.0,49
418406,2026-09-05,15:31:05,1,51.4708258,-0.9784895,74.1,0.00,2.3,14,0.8,0,14,-0.8918,0.4492,0.0698,8.49,-1.37,-0.73,1.0278,12.12,26.0,49
419406,2026-09-05,15:31:06,1,51.4708250,-0.9784897,74.0,0.00,2.3,14,0.8,0,14,-0.9033,0.4419,0.0598,9.37,-4.12,-0.58,1.0246,13.06,26.0,49
420406,2026-09-05,15:31:07,1,51.4708240,-0.9784898,73.9,0.00,2.3,14,0.8,0,14,-0.9065,0.3645,0.1160,9.96,6.61,2.91,1.0563,24.14,26.0,48
421406,2026-09-05,15:31:08,1,51.4708230,-0.9784900,73.8,0.00,2.3,14,0.8,0,14,-0.8997,0.4578,0.1116,9.13,-7.41,-1.51,1.0440,14.26,26.0,49
422406,2026-09-05,15:31:09,1,51.4708222,-0.9784903,73.7,0.00,2.3,14,0.8,0,14,-0.9016,0.4307,0.0864,6.50,0.05,-0.56,1.0314,13.96,26.0,49
423406,2026-09-05,15:31:10,1,51.4708200,-0.9784905,73.2,0.00,2.3,14,0.8,0,14,-0.9182,0.3992,0.0793,8.13,0.89,3.81,1.0249,12.99,26.0,49
424406,2026-09-05,15:31:11,1,51.4708185,-0.9784905,72.8,0.91,2.3,14,0.8,0,14,-0.9011,0.4141,0.1113,8.41,0.74,-2.06,1.0193,11.05,25.9,48
425406,2026-09-05,15:31:12,1,51.4708188,-0.9784908,72.9,0.33,2.3,14,0.8,0,14,-0.8928,0.4131,0.1096,7.43,-1.24,-0.34,1.0185,10.40,25.9,49
426406,2026-09-05,15:31:13,1,51.4708188,-0.9784912,72.9,0.00,2.3,14,0.8,0,14,-0.8979,0.4043,0.1057,7.30,1.94,-0.58,1.0200,11.39,25.9,49
427620,2026-09-05,15:31:14,1,51.4708182,-0.9784913,72.7,0.00,2.3,14,0.8,0,15,-0.9102,0.4036,0.1025,6.87,-0.78,0.55,1.0241,11.66,25.9,49
428619,2026-09-05,15:31:15,1,51.4708178,-0.9784918,72.6,0.00,2.3,14,0.8,0,15,-0.9060,0.4119,0.0837,7.64,1.27,-1.27,1.0167,10.52,25.9,48
429619,2026-09-05,15:31:16,1,51.4708173,-0.9784922,72.4,0.00,2.3,14,0.8,0,15,-0.9028,0.4041,0.1433,9.64,-0.71,-0.24,1.0387,14.99,25.8,49
430619,2026-09-05,15:31:17,1,51.4708170,-0.9784925,72.3,0.00,2.3,14,0.8,0,15,-0.9602,0.3240,0.1409,2.99,-1.61,-7.34,1.0371,15.26,25.8,49
431619,2026-09-05,15:31:18,1,51.4708167,-0.9784928,72.2,0.00,2.3,14,0.8,0,15,-0.9414,0.3940,0.1099,-0.27,-0.32,-0.34,1.1089,21.11,25.8,48
432619,2026-09-05,15:31:19,1,51.4708165,-0.9784933,72.0,0.00,2.3,14,0.8,0,15,-0.9045,0.3943,0.0896,9.11,-3.16,-3.06,1.0397,16.22,25.8,49
433619,2026-09-05,15:31:20,1,51.4708163,-0.9784937,71.9,0.00,2.3,14,0.8,0,15,-0.9297,0.3738,0.1079,8.72,0.68,2.97,1.0197,11.87,25.8,49
434619,2026-09-05,15:31:21,1,51.4708162,-0.9784940,71.8,0.00,2.3,14,0.8,0,15,-0.9138,0.3813,0.1079,9.74,-1.11,-1.52,1.0176,10.54,25.8,49
435619,2026-09-05,15:31:22,1,51.4708167,-0.9784942,71.7,0.00,2.3,14,0.8,0,15,-0.9133,0.3901,0.1372,7.23,2.23,0.16,1.0229,11.82,25.8,48
436619,2026-09-05,15:31:23,1,51.4708163,-0.9784945,71.6,0.00,2.3,14,0.8,0,15,-0.8967,0.3870,0.1418,11.45,1.81,-0.58,1.0220,12.02,25.8,49
437619,2026-09-05,15:31:24,1,51.4708167,-0.9784947,71.4,0.00,2.3,14,0.8,0,15,-0.9221,0.3662,0.1392,5.76,1.70,2.37,1.0152,12.52,25.8,49
438619,2026-09-05,15:31:25,1,51.4708168,-0.9784948,71.4,0.00,2.3,14,0.8,0,15,-0.9172,0.3740,0.1531,6.74,0.88,0.14,1.0201,11.00,25.9,49
439619,2026-09-05,15:31:26,1,51.4708175,-0.9784945,71.2,0.00,2.3,13,0.9,0,15,-0.9167,0.3806,0.1526,10.22,-0.30,2.41,1.0108,11.83,25.9,48
440619,2026-09-05,15:31:27,1,51.4708177,-0.9784950,71.1,0.00,2.3,13,0.9,0,15,-0.8938,0.3818,0.1404,9.98,-1.26,-1.86,1.0127,10.23,25.9,49
441619,2026-09-05,15:31:28,1,51.4708175,-0.9784955,71.0,0.00,2.3,13,0.9,0,15,-0.9114,0.3572,0.1384,7.24,0.62,1.59,1.0194,9.92,25.9,49
442619,2026-09-05,15:31:29,1,51.4708177,-0.9784958,70.9,0.00,2.3,13,0.9,0,15,-0.9465,0.3052,0.1831,10.55,1.20,-2.29,1.0877,25.59,25.9,49
443619,2026-09-05,15:31:30,1,51.4708177,-0.9784962,70.9,0.00,2.3,13,0.9,0,15,-0.7627,0.4497,0.1189,43.64,-2.52,49.60,1.2064,69.14,25.8,48
444619,2026-09-05,15:31:31,1,51.4708180,-0.9784965,70.8,0.00,2.3,13,0.9,0,15,-0.7493,0.3418,1.2847,132.33,0.41,7.11,1.5260,132.52,25.8,49
445619,2026-09-05,15:31:32,1,51.4708182,-0.9784968,70.7,0.00,2.3,13,0.9,0,15,-0.4585,1.1587,0.0913,11.25,47.34,21.99,1.4217,260.09,25.8,49
446619,2026-09-05,15:31:33,1,51.4708183,-0.9784972,70.7,0.00,2.3,14,0.8,0,15,0.0757,0.8398,0.4585,-62.55,92.47,12.00,1.4328,140.11,25.8,48
447619,2026-09-05,15:31:34,1,51.4708185,-0.9784977,70.6,0.00,2.3,14,0.8,0,15,-0.1465,0.6968,0.7175,9.83,11.54,21.45,1.7194,152.10,25.8,49
448619,2026-09-05,15:31:35,1,51.4708183,-0.9784982,70.6,0.00,2.3,14,0.8,0,15,-0.5063,0.5649,0.3196,75.88,91.43,-33.91,1.5486,191.95,25.8,49
449619,2026-09-05,15:31:36,1,51.4708170,-0.9784995,70.4,0.00,2.3,14,0.8,0,15,-0.5718,0.4121,-0.1370,35.80,-61.23,44.38,1.5009,148.89,25.8,49
450619,2026-09-05,15:31:37,1,51.4708163,-0.9785003,70.2,0.00,2.3,14,0.8,0,15,-0.4897,0.2917,0.8218,-78.32,0.03,7.68,1.4376,157.05,25.8,48
451619,2026-09-05,15:31:38,1,51.4708097,-0.9784983,69.5,0.00,2.3,14,0.8,0,15,-0.1541,0.2124,0.6758,19.02,-100.74,-119.16,1.2438,161.34,25.8,49
452619,2026-09-05,15:31:39,1,51.4708105,-0.9784995,69.6,3.17,2.3,14,0.8,0,15,-0.0569,0.3691,1.1223,15.31,-44.96,-7.12,1.2457,195.79,25.8,49
453619,2026-09-05,15:31:40,1,51.4708113,-0.9785007,69.8,0.00,2.3,14,0.8,0,15,-0.3196,-0.0161,0.8232,0.48,-17.37,109.13,1.3370,169.29,25.7,49
454619,2026-09-05,15:31:41,1,51.4708113,-0.9785018,69.8,0.00,2.3,14,0.8,0,15,-0.4573,0.0930,0.6877,43.16,41.58,-56.33,1.4625,162.42,25.6,48
455619,2026-09-05,15:31:42,1,51.4708190,-0.9785008,69.6,0.00,2.3,14,0.8,0,15,-0.3513,0.2224,0.9878,-6.95,1.87,-18.35,1.2572,77.32,25.5,49
456619,2026-09-05,15:31:43,1,51.4708257,-0.9784963,69.0,3.28,2.3,14,0.8,0,15,-0.4653,0.1467,1.1255,58.78,10.48,-29.01,1.5630,149.04,25.5,49
457833,2026-09-05,15:31:44,1,51.4708305,-0.9784908,68.3,2.61,2.3,14,0.8,0,16,-0.3037,0.3845,1.0378,21.66,-23.30,-0.34,1.5477,111.37,25.5,49
458833,2026-09-05,15:31:45,1,51.4708382,-0.9784898,67.9,3.28,2.3,14,0.8,0,16,-0.3103,0.2507,0.8291,7.98,-12.12,2.13,1.6584,92.82,25.5,49
459833,2026-09-05,15:31:46,1,51.4708467,-0.9784857,67.4,4.11,36.2,14,0.8,0,16,-0.3892,0.0640,0.9729,43.08,5.05,30.01,1.4513,103.35,25.4,49
460833,2026-09-05,15:31:47,1,51.4708530,-0.9784782,67.2,2.46,36.2,14,0.8,0,16,-0.3333,0.0684,0.8306,36.60,15.93,15.49,1.2550,55.36,25.4,49
461833,2026-09-05,15:31:48,1,51.4708582,-0.9784722,67.2,2.54,36.2,14,0.8,0,16,-0.3799,0.3430,0.7458,54.41,0.68,-36.04,1.7006,127.88,25.4,48
462833,2026-09-05,15:31:49,1,51.4708628,-0.9784698,67.3,1.61,36.2,14,0.8,0,16,-0.4690,0.3342,0.8557,-0.88,-27.63,19.59,1.4053,105.34,25.4,49
463833,2026-09-05,15:31:50,1,51.4708680,-0.9784697,66.7,2.50,36.2,14,0.8,0,16,-0.4065,0.1606,0.7839,13.88,8.59,26.70,1.4906,88.41,25.3,49
464833,2026-09-05,15:31:51,1,51.4708735,-0.9784720,66.4,1.98,36.2,14,0.8,0,16,-0.3342,0.2393,0.8569,9.28,-18.33,11.66,1.4167,56.15,25.3,49
465833,2026-09-05,15:31:52,1,51.4708775,-0.9784772,66.0,2.15,36.2,14,0.8,0,16,-0.3264,0.2891,1.1350,-6.65,-11.33,9.06,1.3156,54.69,25.4,48
466833,2026-09-05,15:31:53,1,51.4708808,-0.9784833,65.9,1.80,36.2,14,0.8,0,16,-0.2346,0.1821,0.9426,23.14,-3.95,17.49,1.2481,51.01,25.4,49
467833,2026-09-05,15:31:54,1,51.4708812,-0.9784837,65.9,0.00,36.2,14,0.8,0,16,-0.3958,0.2466,1.0093,-7.68,10.90,37.23,1.3533,52.34,25.4,49
468833,2026-09-05,15:31:55,1,51.4708812,-0.9784843,66.0,0.00,36.2,14,0.8,0,16,-0.3206,0.5156,0.8340,30.91,-9.91,-31.21,1.1683,66.96,25.5,48
469833,2026-09-05,15:31:56,1,51.4708813,-0.9784847,66.0,0.00,36.2,14,0.8,0,16,-0.1765,0.4312,0.9436,-20.71,4.43,-40.97,1.1532,79.40,25.5,49
470833,2026-09-05,15:31:57,1,51.4708813,-0.9784850,65.9,0.00,36.2,14,0.8,0,16,0.0173,0.3718,0.7097,-3.15,-13.25,-57.12,1.3616,103.50,25.4,49
471833,2026-09-05,15:31:58,1,51.4708870,-0.9784875,66.0,2.57,36.2,14,0.8,0,16,-0.3782,0.2246,0.8196,5.50,6.30,34.91,1.2583,98.52,25.4,49
472833,2026-09-05,15:31:59,1,51.4708878,-0.9784877,66.0,0.00,36.2,13,0.9,0,16,-0.3359,0.2253,0.9214,6.41,-8.68,14.70,1.1101,35.08,25.5,48
473833,2026-09-05,15:32:00,1,51.4708877,-0.9784877,66.0,0.00,36.2,12,0.9,0,16,-0.3110,0.1826,0.7769,-27.32,-18.43,11.27,1.3220,64.04,25.5,49
474833,2026-09-05,15:32:01,1,51.4708878,-0.9784875,66.1,0.00,36.2,12,0.9,0,16,-0.5647,0.2126,0.8630,12.28,5.34,-13.68,1.2988,103.56,25.4,49
475833,2026-09-05,15:32:02,1,51.4708840,-0.9784852,65.7,1.96,36.2,12,0.9,0,16,-0.3962,0.2119,0.9773,19.11,11.89,-24.52,1.2284,45.90,25.4,49
476833,2026-09-05,15:32:03,1,51.4708798,-0.9784822,65.3,1.89,36.2,12,0.9,0,16,-0.2747,0.2202,0.9482,10.38,-24.51,-21.05,1.3566,45.64,25.3,48
477833,2026-09-05,15:32:04,1,51.4708763,-0.9784763,64.7,2.70,36.2,12,0.9,0,16,-0.4180,0.0466,1.2974,-21.26,-24.38,14.59,1.3638,87.77,25.2,49
478833,2026-09-05,15:32:05,1,51.4708705,-0.9784672,64.5,3.44,36.2,13,0.9,0,16,-0.6343,0.1355,0.7729,17.76,2.51,7.46,1.2912,52.88,25.2,49
479833,2026-09-05,15:32:06,1,51.4708683,-0.9784673,64.0,2.00,36.2,13,0.9,0,16,-0.4661,0.1306,0.6912,13.20,6.09,17.16,1.4048,88.07,25.2,48
480833,2026-09-05,15:32:07,1,51.4708677,-0.9784695,63.4,1.04,36.2,13,0.9,0,16,-0.5430,0.0820,0.8276,19.88,4.88,13.13,1.3553,65.19,25.1,49
481833,2026-09-05,15:32:08,1,51.4708690,-0.9784713,62.6,1.74,36.2,13,0.9,0,16,-0.5017,0.0581,0.8228,10.59,-6.85,16.40,1.2917,47.39,25.0,49
482833,2026-09-05,15:32:09,1,51.4708742,-0.9784747,61.5,2.39,36.2,12,0.9,0,16,-0.4072,-0.0691,0.8088,31.56,76.44,-23.30,1.5950,100.79,25.0,49
483833,2026-09-05,15:32:10,1,51.4708815,-0.9784800,60.4,3.20,36.2,11,1.0,0,16,-0.2258,-0.0793,1.4688,37.66,-6.52,-0.78,1.5784,138.77,24.9,48
484833,2026-09-05,15:32:11,1,51.4708895,-0.9784848,59.2,3.44,36.2,10,1.0,0,16,-0.6216,0.1663,0.8354,48.91,-1.35,-0.60,1.5769,100.05,24.8,49
485833,2026-09-05,15:32:12,1,51.4709008,-0.9784912,57.8,5.28,338.5,9,1.0,0,16,-0.0583,0.4055,0.5867,43.01,15.11,37.73,1.9641,247.73,24.8,49
486833,2026-09-05,15:32:13,1,51.4709122,-0.9785000,56.3,5.22,325.4,9,1.0,0,16,-0.4580,0.0969,1.0625,-58.53,-13.45,56.72,1.4509,82.61,24.8,49
488043,2026-09-05,15:32:14,1,51.4709222,-0.9785122,54.9,5.19,308.7,12,0.9,0,17,-0.4075,0.1150,0.8042,-1.94,3.95,36.62,1.6185,71.41,24.7,49
489043,2026-09-05,15:32:15,1,51.4709278,-0.9785222,53.6,3.61,280.5,13,0.8,0,17,-0.2410,0.2312,0.9021,14.25,-3.23,-3.09,1.3852,85.76,24.8,48
490043,2026-09-05,15:32:16,1,51.4709290,-0.9785298,52.4,2.57,280.5,13,0.8,0,17,-0.2566,0.2925,1.0422,16.61,-20.76,-15.60,1.4122,64.21,24.8,49
491043,2026-09-05,15:32:17,1,51.4709290,-0.9785363,51.7,2.80,280.5,12,0.9,0,17,-0.3777,0.2046,0.9229,17.88,-1.13,-5.19,1.3852,62.26,24.8,48
492043,2026-09-05,15:32:18,1,51.4709250,-0.9785412,52.0,3.09,280.5,12,0.9,0,17,-0.3894,0.1809,0.6716,-2.06,1.98,21.33,1.2744,53.00,24.8,49
493043,2026-09-05,15:32:19,1,51.4709205,-0.9785435,52.5,1.94,280.5,12,0.9,0,17,-0.3308,0.0605,0.7649,-1.11,4.80,15.44,1.3276,49.85,24.8,49
494043,2026-09-05,15:32:20,1,51.4709197,-0.9785453,52.5,1.09,280.5,12,0.9,0,17,-0.4382,0.1130,1.0417,5.30,17.31,-10.98,1.4537,48.45,24.8,49
495043,2026-09-05,15:32:21,1,51.4709197,-0.9785438,52.7,0.00,280.5,12,0.9,0,17,-0.2471,0.1123,0.8101,10.59,3.10,-20.08,1.5238,75.97,24.8,48
496043,2026-09-05,15:32:22,1,51.4709202,-0.9785418,52.7,0.00,280.5,13,0.9,0,17,-0.1877,0.1580,0.8547,13.84,-8.90,-24.04,1.4728,64.02,24.8,49
497043,2026-09-05,15:32:23,1,51.4709205,-0.9785405,52.8,0.00,280.5,12,0.9,0,17,-0.3030,0.1042,1.1692,5.17,-23.41,36.22,1.4815,62.00,24.9,49
498043,2026-09-05,15:32:24,1,51.4709210,-0.9785395,52.8,0.00,280.5,12,0.9,0,17,-0.3813,0.0181,0.8196,3.46,17.40,65.31,1.6214,78.51,24.9,49
499043,2026-09-05,15:32:25,1,51.4709217,-0.9785382,52.8,0.00,280.5,12,0.9,0,17,-0.3088,0.1648,0.9292,-25.25,26.72,41.41,1.4130,94.48,24.9,48
500043,2026-09-05,15:32:26,1,51.4709222,-0.9785377,52.8,0.00,280.5,13,0.9,0,17,-0.1731,0.0781,0.6199,25.61,14.36,-3.16,1.7260,102.42,24.8,49
