ms,utc_date,utc_time,fix,lat,lon,alt_m,speed_kmh,course_deg,sats,hdop,batt_mv,tx_seq,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,accel_mag_max_g,gyro_mag_max_dps,imu_temp_c,imu_samples
4315,0000-00-00,00:00:00,0,0.0000000,0.0000000,0.0,0.00,0.0,0,0.0,0,0,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.00,0.0,1
5315,2000-00-00,00:00:00,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,1,-0.0476,-0.3428,1.0178,-64.23,-31.73,105.85,1.4465,175.77,23.8,38
6316,2000-00-00,00:00:00,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,1,-0.2593,0.1389,0.9548,1.39,6.02,2.63,1.5007,118.23,23.9,49
7316,2000-00-00,00:00:00,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,1,-0.2412,0.1494,0.8381,10.83,26.31,-30.70,1.2657,55.01,24.0,48
8316,2000-00-00,00:00:00,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,1,-0.1797,0.3542,0.8987,21.73,-2.16,-9.09,1.2525,59.44,24.0,49
9316,2000-00-00,00:00:00,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,1,-0.3135,0.1799,0.9763,31.10,-3.97,-19.67,1.3871,75.32,24.0,49
10316,2000-00-00,00:00:00,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,1,-0.2612,0.1240,0.7515,31.41,-12.37,29.23,1.3580,69.61,24.1,49
11316,2000-00-00,00:00:00,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,1,-0.5183,0.1826,1.1111,-56.45,5.82,20.00,1.4115,60.17,24.1,48
12316,2000-00-00,00:00:00,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,1,-0.2629,0.0505,0.9412,-8.58,19.20,13.11,1.4439,66.20,24.1,49
13316,2000-00-00,00:00:00,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,1,-0.1035,-0.0291,0.8413,0.88,-2.11,-6.64,1.2498,112.99,24.2,49
14316,2000-00-00,00:00:00,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,1,-0.4072,-0.2466,0.9558,4.41,71.01,-55.05,1.2568,92.66,24.2,49
15316,2000-00-00,00:00:00,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,1,0.1301,-0.1040,1.7344,-82.07,-4.63,33.91,1.7424,103.50,24.2,48
16316,2000-00-00,00:00:00,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,1,-0.1929,0.0940,0.9048,5.54,15.62,32.93,1.4030,54.79,24.3,49
17316,2000-00-00,00:00:00,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,1,-0.1833,0.1702,1.1167,-7.60,-25.18,6.01,1.3600,92.06,24.3,49
18316,2000-00-00,00:00:00,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,1,-0.2744,0.1399,0.7563,8.18,4.88,9.39,1.1852,42.14,24.2,49
19316,2000-00-00,00:00:00,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,1,-0.2471,0.2754,0.7705,31.55,-19.95,18.26,1.2939,102.32,24.3,48
20316,2000-00-00,00:00:00,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,1,-0.2383,0.1321,0.8933,5.33,25.79,-25.95,1.7051,83.12,24.3,49
21316,2000-00-00,00:00:00,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,1,-0.1453,0.2727,0.6304,3.37,13.54,-29.02,1.3185,63.29,24.5,49
22316,2000-00-00,00:00:00,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,1,-0.2573,-0.0266,0.8921,12.33,-26.82,25.27,1.3455,121.49,24.5,48
23316,2000-00-00,00:00:00,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,1,-0.4124,-0.0029,0.7090,-30.70,11.31,-11.86,1.4223,75.81,24.8,49
24316,2000-00-00,00:00:00,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,1,-0.3098,-0.1194,0.8953,-6.30,-11.52,33.26,1.4011,79.74,25.0,49
25316,2000-00-00,00:00:00,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,1,-0.0605,-0.0376,0.8706,20.88,35.12,8.11,1.6745,111.28,25.2,49
26316,2000-00-00,00:00:00,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,1,-0.1975,-0.2173,1.5017,-18.20,-7.27,-10.66,1.5301,71.64,25.3,48
27316,2000-00-00,00:00:00,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,1,-0.3057,0.1560,0.9175,14.26,5.70,-10.65,1.2791,81.53,25.2,49
28316,2000-00-00,00:00:00,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,1,-0.5779,0.0400,0.9858,-42.85,-2.20,27.27,1.3995,80.55,25.1,49
29316,2000-00-00,00:00:00,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,1,-0.2200,-0.0222,0.6545,5.46,8.84,7.59,1.6585,79.50,25.1,49
30316,2000-00-00,00:00:00,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,1,-0.1985,-0.0837,0.9666,16.20,-7.74,-22.48,1.4592,98.46,25.1,48
31316,2000-00-00,00:00:00,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,1,-0.0752,-0.1504,0.9182,9.39,-31.35,30.06,1.5646,135.51,25.1,49
32316,2000-00-00,00:00:00,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,1,-0.1038,-0.1868,0.8904,-22.10,-39.30,106.83,1.2621,115.96,25.1,49
33316,2000-00-00,00:00:00,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,1,0.1118,-0.2781,0.8640,-26.71,-38.10,29.52,1.2404,199.16,25.1,49
34316,2000-00-00,00:00:00,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,1,0.0242,-0.4099,1.0774,9.43,9.68,35.63,1.1942,78.99,25.1,48
35316,2000-00-00,00:00:00,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,2,-0.1621,0.0010,1.0020,17.31,29.80,64.21,1.3479,82.02,25.1,38
36316,2000-00-00,00:00:00,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,2,-0.7488,0.2415,1.1584,37.07,26.66,-27.97,1.4345,164.64,25.1,49
37316,2000-00-00,00:00:00,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,2,-0.8301,0.4229,0.0984,17.56,-13.30,-19.83,1.4882,150.15,25.1,49
38316,2000-00-00,00:00:00,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,2,-0.8672,0.4648,0.1079,7.62,-3.44,-5.53,1.3915,70.57,25.0,48
39316,2000-00-00,00:00:00,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,2,-1.0088,0.5356,0.1855,2.48,-4.05,7.32,1.1917,37.22,25.1,49
40316,2000-00-00,00:00:00,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,2,-0.8647,0.5549,0.0483,8.20,3.42,-10.00,1.0797,28.88,25.1,49
41316,2000-00-00,00:00:00,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,2,-0.8591,0.5159,0.1304,6.38,-3.52,7.38,1.0450,17.13,25.1,49
42316,2000-00-00,00:00:00,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,2,-0.8413,0.5381,0.1294,2.92,2.55,-10.93,1.0447,16.16,25.1,48
43316,2000-00-00,15:24:49,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,2,-0.8579,0.5515,0.1162,9.45,-1.40,9.20,1.0377,13.26,25.1,49
44316,2000-00-00,15:24:51,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,2,-0.8494,0.5564,0.1125,6.37,0.88,-6.91,1.0429,12.83,25.2,49
45316,2000-00-00,15:24:52,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,2,-0.8623,0.5435,0.1038,7.85,-1.14,8.61,1.0464,13.33,25.2,48
46316,2000-00-00,15:24:53,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,2,-0.8403,0.5430,0.1057,6.16,0.81,-8.80,1.0383,12.80,25.2,49
47316,2000-00-00,15:24:54,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,2,-0.8474,0.5288,0.1160,6.64,-2.63,8.80,1.0505,11.81,25.2,49
48316,2000-00-00,15:24:55,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,2,-0.8435,0.5361,0.1067,5.77,1.11,-7.95,1.0360,11.76,25.2,49
49316,2000-00-00,15:24:56,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,2,-0.8557,0.5371,0.1104,6.05,-1.21,6.58,1.0512,10.87,25.2,48
50316,2000-00-00,15:24:57,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,2,-0.8608,0.5430,0.1189,4.22,2.05,-8.05,1.0464,12.68,25.3,49
51316,2000-00-00,15:24:58,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,2,-0.5103,0.8267,0.2322,2.85,21.76,35.34,1.1473,79.51,25.3,49
52316,2000-00-00,15:24:59,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,2,-0.4568,1.0012,-0.0894,-5.67,9.13,-5.98,1.1239,41.20,25.3,49
53316,2000-00-00,15:25:00,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,2,-0.4487,0.9709,0.1050,19.85,-16.48,9.42,1.1397,58.57,25.4,48
54316,2000-00-00,15:25:01,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,2,0.0269,1.0327,-0.0701,-1.40,-19.83,3.95,1.2840,92.70,25.3,49
55316,2000-00-00,15:25:02,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,2,-0.2554,1.0022,-0.0134,-8.52,-13.52,-12.96,1.1619,56.44,25.4,49
56316,2000-00-00,15:25:03,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,2,-0.2861,1.0359,-0.1155,12.74,8.16,-6.90,1.1158,22.12,25.3,49
57316,2000-00-00,15:25:04,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,2,-0.2837,1.0303,-0.1450,5.77,-1.49,6.76,1.0935,14.73,25.3,48
58316,2000-00-00,15:25:05,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,2,-0.2732,1.0327,-0.1025,10.88,-0.77,-4.47,1.0887,12.63,25.4,49
59316,2000-00-00,15:25:06,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,2,-0.2903,1.0332,-0.1199,-0.78,-3.85,6.74,1.0953,15.13,25.4,49
60316,2000-00-00,15:25:07,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,2,-0.2656,1.0366,-0.1145,10.16,-1.61,-4.62,1.0937,12.67,25.4,49
61316,2000-00-00,15:25:08,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,2,-0.2834,1.0237,-0.1213,-0.83,-3.87,5.63,1.0936,13.98,25.4,48
62316,2000-00-00,15:25:09,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,2,-0.2888,1.0342,-0.0774,12.32,0.62,-5.30,1.0936,13.43,25.4,49
63316,2000-00-00,15:25:10,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,2,-0.2859,1.0247,-0.0750,5.90,-2.12,5.62,1.0836,14.04,25.3,49
64316,2000-00-00,15:25:11,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,2,-0.2874,1.0374,-0.1162,8.70,0.91,-5.27,1.0904,11.86,25.3,49
65316,2000-00-00,15:25:12,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,3,-0.2927,1.0283,-0.0989,5.14,-1.03,3.09,1.0843,14.34,25.3,38
66316,2000-00-00,15:25:13,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,3,-0.3030,1.0371,-0.0884,9.48,-1.59,-2.96,1.0934,13.92,25.3,49
67316,2000-00-00,15:25:14,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,3,-0.2798,1.0310,-0.1084,5.34,-0.53,5.69,1.0880,12.39,25.2,49
68316,2000-00-00,15:25:15,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,3,-0.2852,1.0344,-0.1182,8.83,0.70,-5.54,1.0891,11.56,25.3,49
69316,2000-00-00,15:25:16,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,3,-0.2854,1.0403,-0.1165,5.57,-1.06,5.82,1.0888,13.32,25.3,48
70316,2000-00-00,15:25:17,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,3,-0.2546,1.0374,-0.0737,9.45,0.37,-6.30,1.0858,11.37,25.3,49
71316,2000-00-00,15:25:18,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,3,-0.2573,1.0200,-0.0588,3.30,-2.57,5.95,1.0909,12.47,25.3,49
72316,2000-00-00,15:25:19,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,3,-0.2571,1.0386,-0.0618,7.32,-1.34,-2.74,1.0874,10.54,25.3,49
73316,2026-09-05,15:25:20,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,3,-0.2285,1.0435,-0.0435,3.86,-0.48,5.56,1.0888,10.27,25.3,48
74316,2026-09-05,15:25:21,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,3,-0.1663,1.0750,-0.0422,11.14,0.34,-4.48,1.0986,17.51,25.3,49
75316,2026-09-05,15:25:22,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,3,-0.1770,1.0623,-0.0005,5.79,0.41,4.09,1.0972,12.04,25.3,49
76316,2026-09-05,15:25:23,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,3,-0.0823,1.0757,0.0469,8.87,1.48,-3.58,1.1102,17.73,25.3,48
77316,2026-09-05,15:25:24,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,3,-0.0090,1.0752,0.0352,25.55,0.87,31.87,1.1105,40.85,25.3,49
78316,2026-09-05,15:25:25,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,3,0.0110,1.0764,0.1001,-6.64,2.63,-43.59,1.1199,55.17,25.3,49
79316,2026-09-05,15:25:26,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,3,-0.2209,1.0642,-0.0237,6.93,-1.25,2.48,1.1315,47.83,25.3,49
80316,2026-09-05,15:25:27,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,3,-0.2236,1.0618,-0.0337,8.84,-2.45,-1.21,1.0914,13.90,25.3,48
81316,2026-09-05,15:25:28,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,3,-0.2085,1.0542,-0.0681,7.98,0.98,3.55,1.0934,11.27,25.4,49
82316,2026-09-05,15:25:29,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,3,-0.2275,1.0537,-0.0481,7.78,3.06,1.05,1.0923,12.80,25.3,49
83316,2026-09-05,15:25:30,0,0.0000000,0.0000000,0.0,0.00,0.0,0,25.5,0,3,-0.1973,1.0557,-0.0134,7.33,1.77,2.28,1.0908,13.55,25.4,49
84316,2026-09-05,15:25:30,1,51.4708965,-0.9785163,81.5,0.00,0.0,7,1.1,0,3,-0.1963,1.0591,-0.0527,8.81,0.77,-4.52,1.0953,10.68,25.3,48
85316,2026-09-05,15:25:32,1,51.4708965,-0.9785157,81.3,0.11,0.0,7,1.1,0,3,-0.2039,1.0400,-0.0850,3.69,-3.48,8.60,1.0990,18.11,25.4,49
86316,2026-09-05,15:25:33,1,51.4708957,-0.9785140,81.0,0.19,0.0,7,1.1,0,3,-0.2344,1.0435,-0.0164,10.49,1.62,-7.36,1.1075,13.41,25.4,49
87316,2026-09-05,15:25:34,1,51.4708943,-0.9785123,80.6,0.13,0.0,7,1.1,0,3,-0.3027,1.0198,0.0276,7.34,-0.09,-6.66,1.1693,32.74,25.4,49
88316,2026-09-05,15:25:35,1,51.4708930,-0.9785115,80.3,0.06,0.0,7,1.1,0,3,-0.3335,1.0071,-0.1235,15.27,5.83,-5.14,1.1108,17.77,25.4,48
89316,2026-09-05,15:25:36,1,51.4708883,-0.9785003,79.5,0.09,0.0,7,1.1,0,3,-0.2976,1.0134,-0.1755,7.61,3.16,0.66,1.0978,18.28,25.3,49
90316,2026-09-05,15:25:37,1,51.4708842,-0.9784962,79.6,0.02,0.0,7,1.1,0,3,-0.3237,1.0032,-0.1694,9.77,2.54,-4.05,1.0836,11.63,25.3,49
91316,2026-09-05,15:25:38,1,51.4708802,-0.9784930,79.7,0.09,0.0,7,1.1,0,3,-0.2939,1.0063,-0.1621,8.45,0.27,3.34,1.0859,10.34,25.4,49
92316,2026-09-05,15:25:39,1,51.4708780,-0.9784913,79.9,0.20,0.0,7,1.1,0,3,-0.3047,1.0012,-0.1748,8.02,-1.05,-2.41,1.0889,12.03,25.4,48
93316,2026-09-05,15:25:40,1,51.4708758,-0.9784900,80.0,0.20,0.0,7,1.1,0,3,-0.3369,1.0176,-0.1296,7.42,-0.64,0.31,1.0835,10.76,25.4,49
94316,2026-09-05,15:25:41,1,51.4708742,-0.9784893,80.1,0.07,0.0,7,1.1,0,3,-0.3604,0.9902,-0.1226,9.20,0.67,-3.54,1.0873,12.23,25.4,49
95316,2026-09-05,15:25:42,1,51.4708725,-0.9784893,80.1,0.00,0.0,9,1.1,0,4,-0.3408,0.9958,-0.1292,3.44,-2.82,1.50,1.0841,11.69,25.4,39
96316,2026-09-05,15:25:43,1,51.4708710,-0.9784893,80.0,0.00,0.0,9,1.1,0,4,-0.3743,0.9924,-0.1831,7.88,2.27,-0.30,1.0832,12.10,25.4,48
97316,2026-09-05,15:25:44,1,51.4708693,-0.9784880,79.9,0.00,0.0,9,1.1,0,4,-0.3669,0.9854,-0.1689,6.92,1.27,0.27,1.0817,11.93,25.4,49
98316,2026-09-05,15:25:45,1,51.4708670,-0.9784857,79.8,0.00,0.0,9,1.1,0,4,-0.3496,0.9932,-0.1777,4.41,-4.59,1.05,1.0824,11.73,25.4,49
99316,2026-09-05,15:25:46,1,51.4708657,-0.9784820,79.7,0.00,0.0,9,1.1,0,4,-0.7122,0.7551,0.0957,10.46,-8.62,-1.24,1.2077,63.15,25.4,48
100316,2026-09-05,15:25:47,1,51.4708643,-0.9784790,79.7,0.00,0.0,9,1.1,0,4,-0.8904,0.7510,0.3547,60.02,5.85,26.33,1.4307,65.80,25.4,49
101316,2026-09-05,15:25:48,1,51.4708633,-0.9784778,79.6,0.00,0.0,9,1.1,0,4,-0.8545,0.4543,-0.2385,-2.49,-6.45,-1.41,1.2058,130.03,25.4,49
102316,2026-09-05,15:25:49,1,51.4708633,-0.9784765,79.4,0.00,0.0,9,1.1,0,4,-0.0205,1.2661,-0.6409,13.76,44.95,6.85,1.4214,169.48,25.4,49
103316,2026-09-05,15:25:50,1,51.4708630,-0.9784757,79.2,0.00,0.0,9,1.1,0,4,-0.3184,0.9619,-0.4614,4.28,6.51,-9.60,1.2361,30.78,25.4,48
104316,2026-09-05,15:25:51,1,51.4708633,-0.9784760,79.0,0.00,0.0,9,1.1,0,4,-0.3970,0.8989,-0.3450,-13.33,-6.71,0.16,1.1017,17.62,25.4,49
105316,2026-09-05,15:25:52,1,51.4708638,-0.9784760,78.8,0.00,0.0,9,1.1,0,4,-0.3967,0.9875,0.1206,21.10,1.87,-3.84,1.6744,214.28,25.4,49
106316,2026-09-05,15:25:53,1,51.4708643,-0.9784765,78.5,0.00,0.0,9,1.1,0,4,-0.4221,0.9829,-0.0701,34.77,3.75,2.69,1.0961,35.08,25.4,49
107316,2026-09-05,15:25:54,1,51.4708658,-0.9784768,78.3,0.00,0.0,9,1.1,0,4,-0.3728,0.9783,-0.2322,7.67,-0.07,-3.70,1.0759,36.40,25.4,48
108316,2026-09-05,15:25:55,1,51.4708657,-0.9784770,78.1,0.00,0.0,9,1.1,0,4,-0.4045,0.9468,-0.2117,7.05,-2.98,0.50,1.0726,12.52,25.4,49
109316,2026-09-05,15:25:56,1,51.4708655,-0.9784778,78.0,0.00,0.0,9,1.1,0,4,-0.4050,0.9470,-0.2249,9.22,-0.75,-0.30,1.0773,9.66,25.4,49
110316,2026-09-05,15:25:57,1,51.4708648,-0.9784780,77.9,0.00,0.0,9,1.1,0,4,-0.4185,0.9404,-0.2124,8.87,-1.58,1.48,1.0708,10.64,25.4,49
111316,2026-09-05,15:25:58,1,51.4708643,-0.9784783,77.8,0.00,0.0,9,1.1,0,4,-0.4109,0.9448,-0.2300,10.22,-1.59,-0.64,1.0695,10.43,25.4,48
112316,2026-09-05,15:25:59,1,51.4708640,-0.9784787,77.8,0.00,0.0,9,1.1,0,4,-0.4485,0.9312,-0.2271,6.05,-0.68,-0.02,1.0783,11.55,25.4,49
113316,2026-09-05,15:26:00,1,51.4708637,-0.9784788,77.7,0.00,0.0,9,1.1,0,4,-0.4265,0.9353,-0.2158,8.19,-3.16,-4.48,1.0691,9.86,25.4,49
114316,2026-09-05,15:26:01,1,51.4708633,-0.9784790,77.7,0.00,0.0,9,1.1,0,4,-0.4160,0.9265,-0.2432,6.09,-0.67,1.59,1.0718,11.65,25.4,49
115316,2026-09-05,15:26:02,1,51.4708630,-0.9784792,77.6,0.00,0.0,9,1.1,0,4,-0.4341,0.9331,-0.2263,11.28,-0.15,-2.24,1.0870,15.87,25.4,48
116316,2026-09-05,15:26:03,1,51.4708627,-0.9784793,77.6,0.00,0.0,9,1.1,0,4,-0.4358,0.9231,-0.2405,5.38,-1.35,1.40,1.0691,11.10,25.4,49
117316,2026-09-05,15:26:04,1,51.4708623,-0.9784795,77.6,0.00,0.0,9,1.1,0,4,-0.4336,0.9253,-0.2136,8.66,-0.20,-1.84,1.0748,9.82,25.4,49
118316,2026-09-05,15:26:05,1,51.4708622,-0.9784795,77.5,0.00,0.0,9,1.1,0,4,-0.4507,0.9233,-0.2134,6.49,-0.87,2.93,1.0666,9.93,25.4,48
119316,2026-09-05,15:26:06,1,51.4708618,-0.9784797,77.5,0.00,0.0,9,1.1,0,4,-0.4526,0.9238,-0.2043,8.74,-1.58,-1.27,1.0693,9.62,25.4,49
120316,2026-09-05,15:26:07,1,51.4708617,-0.9784798,77.5,0.00,0.0,9,1.1,0,4,-0.4766,0.9233,-0.2698,7.19,-0.24,2.54,1.0747,11.26,25.3,49
121316,2026-09-05,15:26:08,1,51.4708613,-0.9784798,77.4,0.00,0.0,9,1.1,0,4,-0.4673,0.9207,-0.2278,7.26,-0.03,-2.73,1.0667,10.18,25.3,49
122316,2026-09-05,15:26:09,1,51.4708612,-0.9784800,77.4,0.00,0.0,9,1.1,0,4,-0.4592,0.9160,-0.2097,4.91,-0.95,1.75,1.0698,9.38,25.3,48
123316,2026-09-05,15:26:10,1,51.4708610,-0.9784800,77.4,0.00,0.0,9,1.1,0,4,-0.4668,0.9143,-0.2170,9.10,-0.92,-2.41,1.0716,9.87,25.3,49
124316,2026-09-05,15:26:11,1,51.4708610,-0.9784800,77.3,0.00,0.0,10,1.0,0,4,-0.4978,0.9038,-0.2234,5.92,-0.16,1.89,1.0717,9.41,25.3,49
125430,2026-09-05,15:26:12,1,51.4708608,-0.9784802,77.3,0.00,0.0,10,1.0,0,5,-0.4968,0.9021,-0.2004,9.47,-3.73,2.95,1.0653,10.60,25.3,44
126430,2026-09-05,15:26:13,1,51.4708612,-0.9784805,77.2,0.00,0.0,10,1.0,0,5,-0.4565,0.9065,-0.2810,9.70,4.68,2.93,1.1476,17.96,25.3,48
127430,2026-09-05,15:26:14,1,51.4708615,-0.9784810,77.2,0.00,0.0,10,1.0,0,5,-0.4958,0.8486,-0.2739,7.19,1.93,3.16,1.1079,22.64,25.3,49
128430,2026-09-05,15:26:15,1,51.4708618,-0.9784815,77.1,0.00,0.0,10,1.0,0,5,-0.5364,0.9282,-0.1648,8.24,1.01,-3.23,1.0901,22.49,25.3,49
129430,2026-09-05,15:26:16,1,51.4708618,-0.9784820,77.0,0.00,0.0,10,1.0,0,5,-0.5476,0.8379,-0.3030,16.21,2.59,-3.98,1.0889,32.22,25.3,49
130430,2026-09-05,15:26:17,1,51.4708617,-0.9784823,77.0,0.00,0.0,10,1.0,0,5,-0.4614,0.9338,-0.2441,6.54,0.62,27.78,1.1405,28.93,25.3,48
131430,2026-09-05,15:26:18,1,51.4708613,-0.9784827,76.9,0.00,0.0,10,1.0,0,5,-0.5291,0.9382,-0.0447,12.62,-6.13,2.41,1.1296,42.74,25.3,49
132430,2026-09-05,15:26:19,1,51.4708610,-0.9784830,76.8,0.00,0.0,10,1.0,0,5,-0.4358,0.9578,-0.1929,1.37,-0.46,9.02,1.0948,29.98,25.2,49
133430,2026-09-05,15:26:20,1,51.4708603,-0.9784833,76.7,0.00,0.0,10,1.0,0,5,-0.5005,0.8926,-0.2407,12.27,-1.77,-6.88,1.0878,29.84,25.3,48
134430,2026-09-05,15:26:21,1,51.4708598,-0.9784837,76.6,0.00,0.0,10,1.0,0,5,-0.4575,0.9438,-0.1797,2.10,-0.95,10.95,1.0768,19.33,25.2,49
135430,2026-09-05,15:26:22,1,51.4708598,-0.9784842,76.6,0.00,0.0,10,1.0,0,5,-0.5374,0.8835,-0.2327,11.62,1.23,-10.33,1.0832,26.73,25.2,49
136430,2026-09-05,15:26:23,1,51.4708595,-0.9784845,76.5,0.00,0.0,10,1.0,0,5,-0.5027,0.9226,-0.1694,0.83,1.18,9.60,1.0798,17.45,25.2,49
137430,2026-09-05,15:26:24,1,51.4708590,-0.9784850,76.4,0.00,0.0,10,1.0,0,5,-0.5178,0.8884,-0.2095,13.71,0.45,-11.52,1.0884,24.13,25.3,48
138430,2026-09-05,15:26:25,1,51.4708583,-0.9784855,76.3,0.00,0.0,10,1.0,0,5,-0.4529,0.9243,-0.1890,0.31,-1.61,11.42,1.0739,16.15,25.2,49
139430,2026-09-05,15:26:26,1,51.4708577,-0.9784857,76.3,0.00,0.0,10,1.0,0,5,-0.4836,0.8923,-0.2068,11.26,3.18,-11.20,1.0834,24.60,25.2,49
140430,2026-09-05,15:26:27,1,51.4708572,-0.9784860,76.2,0.00,0.0,10,1.0,0,5,-0.4614,0.9299,-0.2100,2.91,-1.52,12.11,1.0725,17.95,25.2,49
141430,2026-09-05,15:26:28,1,51.4708567,-0.9784862,76.2,0.00,0.0,10,1.0,0,5,-0.4846,0.8979,-0.1929,13.64,0.44,-9.88,1.0816,21.64,25.2,48
142430,2026-09-05,15:26:29,1,51.4708562,-0.9784863,76.1,0.00,0.0,10,1.0,0,5,-0.4712,0.9355,-0.2163,0.75,-2.12,10.18,1.0696,15.55,25.2,49
143430,2026-09-05,15:26:30,1,51.4708557,-0.9784867,76.1,0.00,0.0,10,1.0,0,5,-0.4785,0.9004,-0.2188,12.49,0.59,-10.62,1.0816,18.82,25.2,49
144430,2026-09-05,15:26:31,1,51.4708550,-0.9784872,76.0,0.00,0.0,11,1.0,0,5,-0.4626,0.9282,-0.1968,1.50,-0.48,8.44,1.0649,15.08,25.2,49
145430,2026-09-05,15:26:32,1,51.4708542,-0.9784877,75.9,0.00,0.0,11,1.0,0,5,-0.4729,0.9319,-0.2178,3.73,1.59,-11.34,1.0874,24.14,25.2,48
